"","InvoiceNo","InvoiceDate","Country","Location"
"481165",577345,"18/11/2011 15:16","United Kingdom",""
"481166",577346,"18/11/2011 15:25","United Kingdom",""
"481167",577347,"18/11/2011 15:27","United Kingdom",""
"481175",577348,"18/11/2011 15:30","United Kingdom",""
"481176",577349,"18/11/2011 15:32","United Kingdom",""
"481177",577350,"18/11/2011 15:35","United Kingdom",""
"481180",577351,"18/11/2011 15:37","United Kingdom",""
"481183",577352,"18/11/2011 15:41","United Kingdom",""
"481189",577353,"18/11/2011 15:45","Czech Republic",""
"481190",577354,"18/11/2011 15:50","United Kingdom",""
"481191",577355,"18/11/2011 15:53","EIRE",""
"481235",577356,"18/11/2011 15:53","United Kingdom",""
"481239",577357,"18/11/2011 15:54","United Kingdom",""
"481252",577358,"18/11/2011 15:59","United Kingdom",""
"481813",577359,"18/11/2011 16:07","United Kingdom",""
"481874",577360,"18/11/2011 16:12","United Kingdom",""
"481875",577361,"18/11/2011 16:13","United Kingdom",""
"481876",577362,"18/11/2011 16:14","United Kingdom",""
"481877",577363,"18/11/2011 16:17","Sweden",""
"481878",577364,"18/11/2011 16:18","United Kingdom",""
"481879",577365,"18/11/2011 16:19","United Kingdom",""
"481895",577369,"18/11/2011 16:20","United Kingdom",""
"481896",577375,"18/11/2011 16:21","United Kingdom",""
"481898",577381,"18/11/2011 16:24","United Kingdom",""
"481900",577382,"18/11/2011 16:48","United Kingdom",""
"481903",577383,"18/11/2011 16:48","United Kingdom",""
"481906",577384,"18/11/2011 16:50","EIRE",""
"481907",577385,"18/11/2011 16:53","United Kingdom",""
"481909",577386,"18/11/2011 16:54","United Kingdom",""
"481910",577387,"18/11/2011 16:55","United Kingdom",""
"481911",577388,"18/11/2011 16:58","EIRE",""
"481921",577389,"18/11/2011 16:59","United Kingdom",""
"481922",577390,"18/11/2011 17:01","United Kingdom",""
"481923",577391,"18/11/2011 17:03","United Kingdom",""
"481925",577392,"18/11/2011 17:05","United Kingdom",""
"481926",577393,"18/11/2011 17:06","United Kingdom",""
"481948",577394,"18/11/2011 17:09","United Kingdom",""
"481952",577395,"18/11/2011 17:10","Poland",""
"481955",577396,"18/11/2011 17:11","United Kingdom",""
"481966",577397,"18/11/2011 17:12","Germany",""
"481969",577398,"18/11/2011 17:15","United Kingdom",""
"481971",577399,"18/11/2011 17:15","United Kingdom",""
"481972",577400,"18/11/2011 17:20","United Kingdom",""
"482003",577401,"18/11/2011 17:34","United Kingdom",""
"482004",577402,"20/11/2011 10:11","United Kingdom",""
"482013",577403,"20/11/2011 10:15","United Kingdom",""
"482040",577404,"20/11/2011 10:16","United Kingdom",""
"482059",577405,"20/11/2011 10:29","United Kingdom",""
"482067",577406,"20/11/2011 10:36","Germany",""
"482079",577407,"20/11/2011 10:37","United Kingdom",""
"482089",577408,"20/11/2011 10:51","United Kingdom",""
"482098",577409,"20/11/2011 10:53","United Kingdom",""
"482115",577410,"20/11/2011 10:59","United Kingdom",""
"482148",577411,"20/11/2011 11:00","United Kingdom",""
"482206",577429,"20/11/2011 11:06","United Kingdom",""
"482223",577438,"20/11/2011 11:09","United Kingdom",""
"482272",577440,"20/11/2011 11:11","United Kingdom",""
"482275",577443,"20/11/2011 11:16","United Kingdom",""
"482278",577469,"20/11/2011 11:25","United Kingdom",""
"482345",577472,"20/11/2011 11:28","United Kingdom",""
"482381",577473,"20/11/2011 11:28","United Kingdom",""
"482475",577474,"20/11/2011 11:30","Netherlands",""
"482483",577475,"20/11/2011 11:30","United Kingdom",""
"482513",577476,"20/11/2011 11:31","Spain",""
"482540",577477,"20/11/2011 11:32","United Kingdom",""
"482549",577478,"20/11/2011 11:33","United Kingdom",""
"482559",577479,"20/11/2011 11:34","EIRE",""
"482600",577480,"20/11/2011 11:37","United Kingdom",""
"482666",577481,"20/11/2011 11:39","Netherlands",""
"482667",577482,"20/11/2011 11:43","United Kingdom",""
"482722",577483,"20/11/2011 11:50","United Kingdom",""
"482806",577484,"20/11/2011 11:52","United Kingdom",""
"482829",577485,"20/11/2011 11:56","United Kingdom",""
"482976",577486,"20/11/2011 11:59","United Kingdom",""
"482977",577487,"20/11/2011 12:00","United Kingdom",""
"482982",577488,"20/11/2011 12:00","United Kingdom",""
"482993",577489,"20/11/2011 12:07","United Kingdom",""
"483017",577490,"20/11/2011 12:11","United Kingdom",""
"483073",577491,"20/11/2011 12:12","United Kingdom",""
"483079",577492,"20/11/2011 12:13","United Kingdom",""
"483087",577493,"20/11/2011 12:13","United Kingdom",""
"483137",577494,"20/11/2011 12:17","United Kingdom",""
"483138",577495,"20/11/2011 12:20","United Kingdom",""
"483203",577496,"20/11/2011 12:20","United Kingdom",""
"483206",577497,"20/11/2011 12:22","United Kingdom",""
"483263",577498,"20/11/2011 12:22","United Kingdom",""
"483280",577499,"20/11/2011 12:24","United Kingdom",""
"483289",577500,"20/11/2011 12:30","United Kingdom",""
"483345",577501,"20/11/2011 12:32","United Kingdom",""
"483362",577502,"20/11/2011 12:34","France",""
"483388",577503,"20/11/2011 12:34","United Kingdom",""
"483434",577504,"20/11/2011 12:36","United Kingdom",""
"483632",577505,"20/11/2011 12:37","United Kingdom",""
"483662",577506,"20/11/2011 12:40","United Kingdom",""
"483748",577507,"20/11/2011 12:42","United Kingdom",""
"483806",577508,"20/11/2011 12:45","United Kingdom",""
"483840",577510,"20/11/2011 12:46","United Kingdom",""
"483841",577509,"20/11/2011 12:46","United Kingdom",""
"483842",577511,"20/11/2011 12:53","United Kingdom",""
"483888",577512,"20/11/2011 12:55","France",""
"483901",577513,"20/11/2011 12:59","United Kingdom",""
"483904",577514,"20/11/2011 13:00","United Kingdom",""
"483915",577515,"20/11/2011 13:02","United Kingdom",""
"483921",577516,"20/11/2011 13:08","United Kingdom",""
"483954",577517,"20/11/2011 13:16","United Kingdom",""
"484006",577518,"20/11/2011 13:17","United Kingdom",""
"484014",577519,"20/11/2011 13:20","United Kingdom",""
"484080",577520,"20/11/2011 13:20","United Kingdom",""
"484114",577521,"20/11/2011 13:23","United Kingdom",""
"484138",577522,"20/11/2011 13:23","United Kingdom",""
"484165",577523,"20/11/2011 13:33","Spain",""
"484177",577524,"20/11/2011 13:33","United Kingdom",""
"484228",577525,"20/11/2011 13:37","United Kingdom",""
"484235",577526,"20/11/2011 13:39","United Kingdom",""
"484265",577527,"20/11/2011 13:40","United Kingdom",""
"484287",577528,"20/11/2011 13:45","United Kingdom",""
"484296",577529,"20/11/2011 13:47","United Kingdom",""
"484297",577530,"20/11/2011 13:48","United Kingdom",""
"484316",577531,"20/11/2011 13:58","United Kingdom",""
"484514",577532,"20/11/2011 14:01","United Kingdom",""
"484546",577533,"20/11/2011 14:04","United Kingdom",""
"484569",577534,"20/11/2011 14:05","United Kingdom",""
"484574",577535,"20/11/2011 14:07","United Kingdom",""
"484652",577536,"20/11/2011 14:14","United Kingdom",""
"484702",577537,"20/11/2011 14:17","United Kingdom",""
"484713",577538,"20/11/2011 14:20","United Kingdom",""
"484720",577539,"20/11/2011 14:24","United Kingdom",""
"484744",577540,"20/11/2011 14:28","United Kingdom",""
"484768",577541,"20/11/2011 14:31","United Kingdom",""
"484789",577542,"20/11/2011 14:33","United Kingdom",""
"484814",577543,"20/11/2011 14:40","United Kingdom",""
"484834",577544,"20/11/2011 14:43","United Kingdom",""
"484905",577545,"20/11/2011 14:43","United Kingdom",""
"484960",577546,"20/11/2011 14:45","United Kingdom",""
"484961",577547,"20/11/2011 14:48","United Kingdom",""
"484972",577548,"20/11/2011 14:50","United Kingdom",""
"484978",577549,"20/11/2011 15:00","United Kingdom",""
"485071",577550,"20/11/2011 15:05","United Kingdom",""
"485091",577551,"20/11/2011 15:21","Belgium",""
"485106",577552,"20/11/2011 15:27","United Kingdom",""
"485115",577553,"20/11/2011 15:30","United Kingdom",""
"485116",577554,"20/11/2011 15:35","United Kingdom",""
"485155",577555,"20/11/2011 15:35","United Kingdom",""
"485157",577556,"20/11/2011 15:36","United Kingdom",""
"485160",577557,"20/11/2011 15:36","United Kingdom",""
"485254",577572,"20/11/2011 15:48","United Kingdom",""
"485266",577579,"20/11/2011 15:52","United Kingdom",""
"485273",577594,"20/11/2011 16:07","United Kingdom",""
"485296",577595,"20/11/2011 16:12","United Kingdom",""
"485338",577596,"21/11/2011 08:02","United Kingdom",""
"485339",577597,"21/11/2011 08:19","United Kingdom",""
"485357",577598,"21/11/2011 08:19","United Kingdom",""
"485377",577599,"21/11/2011 08:26","United Kingdom",""
"485389",577600,"21/11/2011 08:28","United Kingdom",""
"485403",577601,"21/11/2011 08:31","United Kingdom",""
"485443",577602,"21/11/2011 08:37","United Kingdom",""
"485459",577603,"21/11/2011 08:40","United Kingdom",""
"485471",577604,"21/11/2011 08:57","United Kingdom",""
"485474",577605,"21/11/2011 09:02","United Kingdom",""
"485479",577606,"21/11/2011 09:11","Spain",""
"485501",577607,"21/11/2011 09:21","EIRE",""
"485502",577608,"21/11/2011 09:22","United Kingdom",""
"485503",577609,"21/11/2011 09:51","Italy",""
"485576",577610,"21/11/2011 09:55","United Kingdom",""
"485594",577611,"21/11/2011 09:59","United Kingdom",""
"485595",577612,"21/11/2011 09:59","United Kingdom",""
"485596",577613,"21/11/2011 10:02","EIRE",""
"485646",577614,"21/11/2011 10:18","United Kingdom",""
"485647",577615,"21/11/2011 10:22","Germany",""
"485683",577616,"21/11/2011 10:22","United Kingdom",""
"485697",577617,"21/11/2011 10:23","United Kingdom",""
"485703",577618,"21/11/2011 10:27","Portugal",""
"485717",577633,"21/11/2011 10:35","United Kingdom",""
"485765",577646,"21/11/2011 10:39","United Kingdom",""
"485776",577669,"21/11/2011 10:48","United Kingdom",""
"485783",577680,"21/11/2011 10:51","United Kingdom",""
"485790",577683,"21/11/2011 10:51","United Kingdom",""
"485791",577687,"21/11/2011 11:16","France",""
"485807",577689,"21/11/2011 11:29","United Kingdom",""
"485827",577688,"21/11/2011 11:29","United Kingdom",""
"485828",577690,"21/11/2011 11:34","United Kingdom",""
"485871",577691,"21/11/2011 11:34","United Kingdom",""
"485891",577692,"21/11/2011 11:47","United Kingdom",""
"485894",577693,"21/11/2011 11:48","Germany",""
"485896",577694,"21/11/2011 11:50","United Kingdom",""
"485908",577695,"21/11/2011 11:55","United Kingdom",""
"485960",577696,"21/11/2011 11:57","United Kingdom",""
"486023",577697,"21/11/2011 12:02","United Kingdom",""
"486034",577698,"21/11/2011 12:05","United Kingdom",""
"486068",577699,"21/11/2011 12:06","United Kingdom",""
"486087",577700,"21/11/2011 12:06","United Kingdom",""
"486134",577701,"21/11/2011 12:11","United Kingdom",""
"486158",577711,"21/11/2011 12:17","United Kingdom",""
"486198",577716,"21/11/2011 12:18","United Kingdom",""
"486212",577718,"21/11/2011 12:19","United Kingdom",""
"486214",577719,"21/11/2011 12:20","United Kingdom",""
"486223",577720,"21/11/2011 12:21","United Kingdom",""
"486231",577721,"21/11/2011 12:24","United Kingdom",""
"486242",577722,"21/11/2011 12:35","United Kingdom",""
"486243",577723,"21/11/2011 12:36","United Kingdom",""
"486322",577724,"21/11/2011 12:37","United Kingdom",""
"486326",577725,"21/11/2011 12:38","United Kingdom",""
"486329",577726,"21/11/2011 12:40","United Kingdom",""
"486335",577727,"21/11/2011 12:43","United Kingdom",""
"486340",577728,"21/11/2011 12:52","United Kingdom",""
"486386",577729,"21/11/2011 12:53","United Kingdom",""
"486420",577730,"21/11/2011 12:59","United Kingdom",""
"486438",577731,"21/11/2011 13:06","United Kingdom",""
"486439",577732,"21/11/2011 13:09","United Kingdom",""
"486451",577733,"21/11/2011 13:10","United Kingdom",""
"486470",577734,"21/11/2011 13:14","United Kingdom",""
"486474",577735,"21/11/2011 13:14","United Kingdom",""
"486485",577736,"21/11/2011 13:20","United Kingdom",""
"486509",577737,"21/11/2011 13:25","United Kingdom",""
"486523",577738,"21/11/2011 13:35","United Kingdom",""
"486526",577739,"21/11/2011 13:36","United Kingdom",""
"486529",577740,"21/11/2011 13:36","United Kingdom",""
"486589",577741,"21/11/2011 13:40","United Kingdom",""
"486611",577742,"21/11/2011 13:41","United Kingdom",""
"486683",577743,"21/11/2011 13:44","United Kingdom",""
"486700",577744,"21/11/2011 13:58","United Kingdom",""
"486710",577745,"21/11/2011 14:06","United Kingdom",""
"486728",577746,"21/11/2011 14:17","United Kingdom",""
"486753",577747,"21/11/2011 14:21","United Kingdom",""
"486767",577748,"21/11/2011 14:24","United Kingdom",""
"486816",577749,"21/11/2011 14:26","United Kingdom",""
"486857",577750,"21/11/2011 14:30","United Kingdom",""
"486859",577751,"21/11/2011 14:34","United Kingdom",""
"486899",577752,"21/11/2011 14:37","United Kingdom",""
"486902",577753,"21/11/2011 14:40","United Kingdom",""
"486903",577754,"21/11/2011 14:47","United Kingdom",""
"486937",577755,"21/11/2011 14:49","United Kingdom",""
"486948",577756,"21/11/2011 14:59","United Kingdom",""
"486969",577757,"21/11/2011 15:10","United Kingdom",""
"486977",577768,"21/11/2011 15:18","United Kingdom",""
"487503",577769,"21/11/2011 15:27","United Kingdom",""
"487525",577770,"21/11/2011 15:33","United Kingdom",""
"487540",577771,"21/11/2011 15:42","United Kingdom",""
"487542",577772,"21/11/2011 15:53","United Kingdom",""
"487564",577773,"21/11/2011 15:57","United Kingdom",""
"487657",577774,"21/11/2011 15:57","United Kingdom",""
"487713",577775,"21/11/2011 16:00","Germany",""
"487716",577776,"21/11/2011 16:02","Germany",""
"487719",577777,"21/11/2011 16:06","United Kingdom",""
"487723",577778,"21/11/2011 16:10","United Kingdom",""
"487788",577779,"21/11/2011 16:11","United Kingdom",""
"487791",577780,"21/11/2011 16:14","United Kingdom",""
"487792",577781,"21/11/2011 16:14","United Kingdom",""
"487793",577782,"21/11/2011 16:17","United Kingdom",""
"487878",577783,"21/11/2011 16:20","United Kingdom",""
"487913",577784,"21/11/2011 16:24","United Kingdom",""
"487921",577785,"21/11/2011 16:25","United Kingdom",""
"487974",577786,"21/11/2011 16:27","United Kingdom",""
"487976",577787,"21/11/2011 16:28","United Kingdom",""
"487977",577788,"21/11/2011 16:28","United Kingdom",""
"487978",577789,"21/11/2011 16:28","United Kingdom",""
"487979",577790,"21/11/2011 16:35","United Kingdom",""
"487989",577791,"21/11/2011 16:36","United Kingdom",""
"488052",577792,"21/11/2011 16:36","United Kingdom",""
"488054",577793,"21/11/2011 16:40","United Kingdom",""
"488063",577794,"21/11/2011 16:48","United Kingdom",""
"488121",577795,"21/11/2011 16:50","United Kingdom",""
"488147",577796,"21/11/2011 16:53","United Kingdom",""
"488158",577797,"21/11/2011 16:54","United Kingdom",""
"488159",577798,"21/11/2011 16:54","United Kingdom",""
"488180",577799,"21/11/2011 16:55","United Kingdom",""
"488181",577800,"21/11/2011 17:00","United Kingdom",""
"488217",577801,"21/11/2011 17:04","United Kingdom",""
"488226",577802,"21/11/2011 17:10","United Kingdom",""
"488227",577803,"21/11/2011 17:28","United Kingdom",""
"488235",577804,"21/11/2011 17:33","United Kingdom",""
"488268",577805,"22/11/2011 08:19","United Kingdom",""
"488275",577806,"22/11/2011 08:20","United Kingdom",""
"488280",577807,"22/11/2011 08:26","United Kingdom",""
"488298",577808,"22/11/2011 08:28","United Kingdom",""
"488301",577809,"22/11/2011 08:34","Italy",""
"488314",577810,"22/11/2011 08:44","United Kingdom",""
"488315",577811,"22/11/2011 08:54","United Kingdom",""
"488329",577812,"22/11/2011 08:56","United Kingdom",""
"488345",577813,"22/11/2011 09:06","United Kingdom",""
"488371",577814,"22/11/2011 09:16","United Kingdom",""
"488380",577815,"22/11/2011 09:16","United Kingdom",""
"488381",577816,"22/11/2011 09:17","United Kingdom",""
"488409",577817,"22/11/2011 09:17","United Kingdom",""
"488411",577818,"22/11/2011 09:18","United Kingdom",""
"488421",577819,"22/11/2011 09:23","United Kingdom",""
"488425",577820,"22/11/2011 09:24","United Kingdom",""
"488432",577821,"22/11/2011 09:29","United Kingdom",""
"488434",577822,"22/11/2011 09:34","United Kingdom",""
"488444",577823,"22/11/2011 09:40","United Kingdom",""
"488446",577824,"22/11/2011 09:42","United Kingdom",""
"488457",577825,"22/11/2011 09:42","United Kingdom",""
"488467",577826,"22/11/2011 09:43","United Kingdom",""
"488480",577827,"22/11/2011 09:53","United Kingdom",""
"488491",577828,"22/11/2011 09:53","EIRE",""
"488492",577829,"22/11/2011 09:55","United Kingdom",""
"488493",577830,"22/11/2011 10:12","United Kingdom",""
"488497",577831,"22/11/2011 10:17","United Kingdom",""
"488516",577832,"22/11/2011 10:18","United Kingdom",""
"488527",577833,"22/11/2011 10:20","United Kingdom",""
"488536",577834,"22/11/2011 10:21","United Kingdom",""
"488564",577835,"22/11/2011 10:24","United Kingdom",""
"488576",577836,"22/11/2011 10:26","United Kingdom",""
"488577",577837,"22/11/2011 10:30","United Kingdom",""
"488582",577838,"22/11/2011 10:32","United Kingdom",""
"488596",577839,"22/11/2011 10:33","United Kingdom",""
"488597",577840,"22/11/2011 10:34","United Kingdom",""
"488599",577841,"22/11/2011 10:35","United Kingdom",""
"488605",577842,"22/11/2011 10:39","United Kingdom",""
"488613",577843,"22/11/2011 10:39","United Kingdom",""
"488614",577844,"22/11/2011 10:41","United Kingdom",""
"488699",577845,"22/11/2011 10:44","United Kingdom",""
"488721",577848,"22/11/2011 10:59","United Kingdom",""
"488722",577849,"22/11/2011 10:59","United Kingdom",""
"488725",577850,"22/11/2011 11:04","EIRE",""
"488788",577851,"22/11/2011 11:04","United Kingdom",""
"488800",577852,"22/11/2011 11:08","United Kingdom",""
"488801",577853,"22/11/2011 11:13","United Kingdom",""
"488811",577854,"22/11/2011 11:14","United Kingdom",""
"488816",577855,"22/11/2011 11:18","United Kingdom",""
"488925",577856,"22/11/2011 11:19","France",""
"488938",577857,"22/11/2011 11:21","United Kingdom",""
"488944",577858,"22/11/2011 11:24","United Kingdom",""
"488946",577859,"22/11/2011 11:24","United Kingdom",""
"488967",577860,"22/11/2011 11:25","United Kingdom",""
"488978",577861,"22/11/2011 11:28","United Kingdom",""
"488999",577869,"22/11/2011 11:34","United Kingdom",""
"489036",577880,"22/11/2011 11:37","United Kingdom",""
"489048",577889,"22/11/2011 11:42","United Kingdom",""
"489049",577892,"22/11/2011 11:43","United Kingdom",""
"489050",577893,"22/11/2011 11:47","United Kingdom",""
"489086",577897,"22/11/2011 11:48","United Kingdom",""
"489087",577905,"22/11/2011 11:51","United Kingdom",""
"489092",577906,"22/11/2011 11:51","United Kingdom",""
"489093",577919,"22/11/2011 11:58","United Kingdom",""
"489108",577938,"22/11/2011 12:07","United Kingdom",""
"489148",577942,"22/11/2011 12:08","United Kingdom",""
"489149",577944,"22/11/2011 12:08","United Kingdom",""
"489150",577947,"22/11/2011 12:08","United Kingdom",""
"489151",577949,"22/11/2011 12:09","United Kingdom",""
"489152",577950,"22/11/2011 12:09","United Kingdom",""
"489162",577951,"22/11/2011 12:09","United Kingdom",""
"489196",577953,"22/11/2011 12:09","United Kingdom",""
"489197",577954,"22/11/2011 12:10","United Kingdom",""
"489198",577956,"22/11/2011 12:10","United Kingdom",""
"489199",577959,"22/11/2011 12:11","United Kingdom",""
"489200",577961,"22/11/2011 12:11","United Kingdom",""
"489201",577964,"22/11/2011 12:11","United Kingdom",""
"489202",577966,"22/11/2011 12:12","United Kingdom",""
"489203",577968,"22/11/2011 12:12","United Kingdom",""
"489204",577970,"22/11/2011 12:12","United Kingdom",""
"489205",577971,"22/11/2011 12:12","United Kingdom",""
"489206",577972,"22/11/2011 12:13","United Kingdom",""
"489207",577973,"22/11/2011 12:13","United Kingdom",""
"489213",577980,"22/11/2011 12:24","United Kingdom",""
"489235",577985,"22/11/2011 12:25","United Kingdom",""
"489244",577999,"22/11/2011 12:29","United Kingdom",""
"489245",578003,"22/11/2011 12:31","United Kingdom",""
"489246",578004,"22/11/2011 12:38","United Kingdom",""
"489257",578005,"22/11/2011 12:39","United Kingdom",""
"489268",578006,"22/11/2011 12:40","United Kingdom",""
"489289",578007,"22/11/2011 12:40","United Kingdom",""
"489293",578008,"22/11/2011 12:47","United Kingdom",""
"489326",578009,"22/11/2011 12:48","United Kingdom",""
"489345",578010,"22/11/2011 12:50","United Kingdom",""
"489346",578011,"22/11/2011 12:52","United Kingdom",""
"489366",578012,"22/11/2011 12:54","United Kingdom",""
"489367",578013,"22/11/2011 12:55","United Kingdom",""
"489399",578014,"22/11/2011 12:58","United Kingdom",""
"489400",578015,"22/11/2011 12:58","United Kingdom",""
"489410",578016,"22/11/2011 13:02","United Kingdom",""
"489482",578017,"22/11/2011 13:07","United Kingdom",""
"489543",578018,"22/11/2011 13:08","United Kingdom",""
"489577",578019,"22/11/2011 13:11","United Kingdom",""
"489617",578020,"22/11/2011 13:20","United Kingdom",""
"489648",578021,"22/11/2011 13:22","United Kingdom",""
"489657",578022,"22/11/2011 13:25","United Kingdom",""
"489719",578023,"22/11/2011 13:25","United Kingdom",""
"489720",578024,"22/11/2011 13:27","Germany",""
"489756",578025,"22/11/2011 13:28","United Kingdom",""
"489771",578026,"22/11/2011 13:29","United Kingdom",""
"489804",578027,"22/11/2011 13:29","United Kingdom",""
"489841",578028,"22/11/2011 13:30","United Kingdom",""
"489858",578029,"22/11/2011 13:33","United Kingdom",""
"489882",578030,"22/11/2011 13:40","United Kingdom",""
"489902",578031,"22/11/2011 13:41","United Kingdom",""
"489920",578032,"22/11/2011 13:41","United Kingdom",""
"489960",578033,"22/11/2011 13:42","France",""
"489988",578034,"22/11/2011 13:47","Netherlands",""
"489993",578035,"22/11/2011 14:00","United Kingdom",""
"489999",578036,"22/11/2011 14:04","United Kingdom",""
"490077",578037,"22/11/2011 14:10","United Kingdom",""
"490082",578038,"22/11/2011 14:10","United Kingdom",""
"490091",578039,"22/11/2011 14:13","United Kingdom",""
"490092",578040,"22/11/2011 14:21","United Kingdom",""
"490117",578041,"22/11/2011 14:23","United Kingdom",""
"490301",578042,"22/11/2011 14:25","United Kingdom",""
"490302",578043,"22/11/2011 14:39","Germany",""
"490325",578044,"22/11/2011 14:41","United Kingdom",""
"490353",578045,"22/11/2011 14:43","United Kingdom",""
"490404",578053,"22/11/2011 14:59","United Kingdom",""
"490424",578054,"22/11/2011 14:59","EIRE",""
"490434",578055,"22/11/2011 15:00","United Kingdom",""
"490447",578056,"22/11/2011 15:04","United Kingdom",""
"490459",578057,"22/11/2011 15:05","United Kingdom",""
"490487",578058,"22/11/2011 15:07","United Kingdom",""
"490495",578059,"22/11/2011 15:15","United Kingdom",""
"490503",578060,"22/11/2011 15:22","United Kingdom",""
"490506",578061,"22/11/2011 15:29","United Kingdom",""
"490507",578062,"22/11/2011 15:30","Germany",""
"490510",578063,"22/11/2011 15:36","United Kingdom",""
"490524",578064,"22/11/2011 15:37","United Kingdom",""
"490525",578065,"22/11/2011 15:41","United Kingdom",""
"491019",578066,"22/11/2011 15:43","United Kingdom",""
"491028",578067,"22/11/2011 15:43","United Kingdom",""
"491514",578068,"22/11/2011 15:45","United Kingdom",""
"491633",578069,"22/11/2011 15:49","United Kingdom",""
"491649",578070,"22/11/2011 15:50","United Kingdom",""
"491650",578071,"22/11/2011 15:52","United Kingdom",""
"491656",578072,"22/11/2011 16:02","United Kingdom",""
"491733",578073,"22/11/2011 16:02","United Kingdom",""
"491735",578074,"22/11/2011 16:06","United Kingdom",""
"491863",578075,"22/11/2011 16:11","United Kingdom",""
"491887",578076,"22/11/2011 16:18","United Kingdom",""
"491888",578077,"22/11/2011 16:18","United Kingdom",""
"491889",578078,"22/11/2011 16:24","Italy",""
"491900",578079,"22/11/2011 16:26","United Kingdom",""
"491923",578080,"22/11/2011 16:28","United Kingdom",""
"491938",578081,"22/11/2011 16:31","United Kingdom",""
"491948",578082,"22/11/2011 16:33","Netherlands",""
"491962",578084,"22/11/2011 16:34","Belgium",""
"491983",578085,"22/11/2011 16:39","United Kingdom",""
"491995",578086,"22/11/2011 16:43","United Kingdom",""
"492011",578087,"22/11/2011 16:44","United Kingdom",""
"492024",578088,"22/11/2011 16:47","United Kingdom",""
"492130",578089,"22/11/2011 17:02","Sweden",""
"492136",578090,"22/11/2011 17:03","Sweden",""
"492137",578091,"22/11/2011 17:15","United Kingdom",""
"492141",578092,"22/11/2011 17:19","United Kingdom",""
"492159",578093,"22/11/2011 17:21","EIRE",""
"492176",578094,"22/11/2011 17:23","United Kingdom",""
"492199",578095,"22/11/2011 17:25","United Kingdom",""
"492200",578096,"22/11/2011 17:26","United Kingdom",""
"492202",578097,"22/11/2011 17:31","United Kingdom",""
"492209",578098,"22/11/2011 17:32","United Kingdom",""
"492235",578099,"23/11/2011 08:05","Switzerland",""
"492256",578100,"23/11/2011 08:17","United Kingdom",""
"492274",578101,"23/11/2011 08:39","United Kingdom",""
"492277",578102,"23/11/2011 08:39","United Kingdom",""
"492289",578103,"23/11/2011 08:42","United Kingdom",""
"492298",578104,"23/11/2011 08:43","United Kingdom",""
"492313",578105,"23/11/2011 08:47","EIRE",""
"492321",578106,"23/11/2011 09:02","United Kingdom",""
"492327",578107,"23/11/2011 09:09","United Kingdom",""
"492334",578108,"23/11/2011 09:20","Italy",""
"492347",578109,"23/11/2011 09:22","United Kingdom",""
"492368",578110,"23/11/2011 09:23","United Kingdom",""
"492371",578111,"23/11/2011 09:28","United Kingdom",""
"492376",578112,"23/11/2011 09:34","United Kingdom",""
"492377",578113,"23/11/2011 09:35","United Kingdom",""
"492381",578114,"23/11/2011 09:41","United Kingdom",""
"492393",578115,"23/11/2011 09:44","United Kingdom",""
"492401",578116,"23/11/2011 09:51","United Kingdom",""
"492408",578117,"23/11/2011 10:01","United Kingdom",""
"492422",578118,"23/11/2011 10:08","United Kingdom",""
"492451",578119,"23/11/2011 10:09","United Kingdom",""
"492455",578120,"23/11/2011 10:21","United Kingdom",""
"492476",578121,"23/11/2011 10:23","United Kingdom",""
"492497",578122,"23/11/2011 10:27","Switzerland",""
"492498",578123,"23/11/2011 10:28","Switzerland",""
"492499",578124,"23/11/2011 10:30","United Kingdom",""
"492511",578125,"23/11/2011 10:31","United Kingdom",""
"492556",578126,"23/11/2011 10:32","United Kingdom",""
"492558",578127,"23/11/2011 10:36","United Kingdom",""
"492564",578128,"23/11/2011 10:38","United Kingdom",""
"492572",578129,"23/11/2011 10:39","United Kingdom",""
"492581",578130,"23/11/2011 10:44","United Kingdom",""
"492585",578131,"23/11/2011 10:49","United Kingdom",""
"492586",578132,"23/11/2011 10:50","United Kingdom",""
"492587",578133,"23/11/2011 10:55","United Kingdom",""
"492597",578136,"23/11/2011 10:57","EIRE",""
"492601",578140,"23/11/2011 10:58","Netherlands",""
"492643",578141,"23/11/2011 11:04","Netherlands",""
"492644",578142,"23/11/2011 11:04","United Kingdom",""
"492645",578143,"23/11/2011 11:06","Netherlands",""
"492656",578144,"23/11/2011 11:06","United Kingdom",""
"492660",578145,"23/11/2011 11:07","United Kingdom",""
"492661",578146,"23/11/2011 11:07","United Kingdom",""
"492710",578147,"23/11/2011 11:09","United Kingdom",""
"492757",578149,"23/11/2011 11:11","United Kingdom",""
"493039",578148,"23/11/2011 11:11","United Kingdom",""
"493040",578150,"23/11/2011 11:18","United Kingdom",""
"493041",578151,"23/11/2011 11:18","United Kingdom",""
"493060",578152,"23/11/2011 11:21","United Kingdom",""
"493061",578153,"23/11/2011 11:22","United Kingdom",""
"493112",578154,"23/11/2011 11:30","United Kingdom",""
"493113",578155,"23/11/2011 11:32","United Kingdom",""
"493164",578164,"23/11/2011 11:34","United Kingdom",""
"493165",578171,"23/11/2011 11:36","United Kingdom",""
"493181",578174,"23/11/2011 11:37","United Kingdom",""
"493192",578187,"23/11/2011 11:40","United Kingdom",""
"493223",578192,"23/11/2011 11:42","United Kingdom",""
"493224",578196,"23/11/2011 11:43","United Kingdom",""
